위도,경도
35.0933874,129.0172866
35.0933874,129.0172866
35.0946522,129.0177272
35.0946522,129.0177272
35.0946522,129.0177272
35.0671422,129.0134473
35.0671422,129.0134473
35.1077064,129.0085436
35.1077064,129.0085436
35.1077064,129.0085436
35.1077064,129.0085436
35.095536,129.014196
35.095536,129.014196
35.1216977,129.0160838
35.1216977,129.0160838
35.1216977,129.0160838
35.1210799,129.0087406
35.0967081,129.023307
35.0967081,129.023307
35.0967081,129.023307
35.0936377,129.0183819
35.0936377,129.0183819
35.0936377,129.0183819
35.1030851,129.0200034
35.1030851,129.0200034
35.1030851,129.0200034
35.1114141,129.009915
35.1114141,129.009915
35.1114141,129.009915
35.0842034,129.0242748
35.0842034,129.0242748
35.1123014,129.0278069
35.1123014,129.0278069
35.1112424,129.0155333
35.1112424,129.0155333
35.1112424,129.0155333
35.1112424,129.0155333
35.1026112,129.0107543
35.1026112,129.0107543
35.1026112,129.0107543
35.1096799,129.0090326
35.1096799,129.0090326
35.0948675,129.0218199
35.0948675,129.0218199
35.0948675,129.0218199
35.0948675,129.0218199
35.112589,129.0266808
35.112589,129.0266808
35.112589,129.0266808
35.1132679,129.0209659
35.1132679,129.0209659
35.1132679,129.0209659
35.1132679,129.0209659
35.0945503,129.0190207
35.0945503,129.0190207
35.0837657,129.0235016
35.0837657,129.0235016
35.1043935,129.0179126
35.1043935,129.0179126
35.1043935,129.0179126
35.087866,129.023677
35.087866,129.023677
35.087866,129.023677
35.107318,129.016891
35.107318,129.016891
35.0973362,129.0185481
35.0973362,129.0185481
35.0914284,129.0195107
35.0914284,129.0195107
35.0914284,129.0195107
35.0827474,129.0161511
35.0827474,129.0161511
35.0796828,129.0203886
35.0796828,129.0203886
35.1204885,129.0110391
35.0820279,129.0136551
35.1003561,129.01138
35.1003561,129.01138
35.1003561,129.01138
35.0982262,129.0203943
35.0982262,129.0203943
35.0982262,129.0203943
35.0858652,129.0210341
35.0858652,129.0210341
35.1212924,129.0169466
35.1212924,129.0169466
35.1033513,129.0205107
35.1033513,129.0205107
35.1143486,129.0200353
35.1143486,129.0200353
35.1143486,129.0200353
35.1111335,129.0243677
35.1111335,129.0243677
35.1111335,129.0243677
35.1111335,129.0243677
35.1113107,129.0240299
35.1100497,129.0239376
35.1100497,129.0239376
35.1100497,129.0239376
35.1100497,129.0239376
35.112933,129.0256131
35.112933,129.0256131
35.112933,129.0256131
35.1209666,129.0169819
35.1209666,129.0169819
35.1209666,129.0169819
35.1048579,129.0113967
35.1048579,129.0113967
35.104893,129.0119264
35.104893,129.0119264
35.104893,129.0119264
35.1054648,129.0120427
35.1054648,129.0120427
35.1020584,129.0151557
35.1020584,129.0151557
35.1020584,129.0151557
35.1018429,129.0151435
35.1018429,129.0151435
35.1018429,129.0151435
35.0987872,129.0146576
35.0987872,129.0146576
35.098432,129.0148203
35.098432,129.0148203
35.0986255,129.014557
35.0986255,129.014557
35.0986255,129.014557
35.1011833,129.0119492
35.1011833,129.0119492
35.1011833,129.0119492
35.0985546,129.0132142
35.0985546,129.0132142
35.0985546,129.0132142
35.1021458,129.0156157
35.1021458,129.0156157
